,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,negMarketValue,dealAmount,turnoverRate,accumAdjFactor,turnoverValue,marketValue,isOpen,vwap
51,600519.XSHG,600519,贵州茅台,XSHG,2010-03-23,92.542,158.0,92.431,92.823,91.909,92.12,2439710,148440864000,4531.0,0.0019,0.5857083797,288785280,148440864000,1,92.278
52,600519.XSHG,600519,贵州茅台,XSHG,2010-03-24,92.12,157.28,92.296,93.584,92.278,93.215,2685380,150205770000,4826.0,0.0021,0.5857083797,320611712,150205770000,1,93.075
53,600519.XSHG,600519,贵州茅台,XSHG,2010-03-25,93.215,159.15,93.069,93.069,92.425,92.483,1306190,149026020000,4137.0,0.001,0.5857083797,155141072,149026020000,1,92.593
54,600519.XSHG,600519,贵州茅台,XSHG,2010-03-26,92.483,157.9,92.641,94.229,92.589,93.514,2732193,150687108000,5722.0,0.0022,0.5857083797,328239744,150687108000,1,93.657
55,600519.XSHG,600519,贵州茅台,XSHG,2010-03-29,93.514,159.66,93.538,94.867,93.133,94.721,4189380,152631336000,6303.0,0.0033,0.5857083797,505626400,152631336000,1,94.089
56,600519.XSHG,600519,贵州茅台,XSHG,2010-03-30,94.721,161.72,94.744,94.861,93.42,93.719,2530511,151017438000,4809.0,0.002,0.5857083797,304981152,151017438000,1,93.956
57,600519.XSHG,600519,贵州茅台,XSHG,2010-03-31,93.719,160.01,93.696,94.662,92.835,92.987,1983877,149837688000,3617.0,0.0016,0.5857083797,237596432,149837688000,1,93.365
58,600519.XSHG,600519,贵州茅台,XSHG,2010-04-01,92.987,158.76,92.999,94.006,92.987,93.748,3191848,151064628000,4086.0,0.0025,0.5857083797,383228768,151064628000,1,93.6
59,600519.XSHG,600519,贵州茅台,XSHG,2010-04-02,93.748,160.06,92.542,92.542,88.793,89.397,20534894,144052194000,30702.0,0.0163,0.5857083797,2359758850,144052194000,1,89.585
60,600519.XSHG,600519,贵州茅台,XSHG,2010-04-06,89.397,152.63,88.969,89.608,88.618,88.934,7070659,143306592000,15047.0,0.0056,0.5857083797,806704580,143306592000,1,88.943
61,600519.XSHG,600519,贵州茅台,XSHG,2010-04-07,88.934,151.84,88.952,89.526,88.571,89.104,5465230,143580294000,9477.0,0.0044,0.5857083797,623779260,143580294000,1,88.978
62,600519.XSHG,600519,贵州茅台,XSHG,2010-04-08,89.104,152.13,89.121,89.127,87.856,88.155,4381810,142051338000,9500.0,0.0035,0.5857083797,497205376,142051338000,1,88.459
63,600519.XSHG,600519,贵州茅台,XSHG,2010-04-09,88.155,150.51,87.862,88.208,86.562,87.353,7243060,140758332000,13999.0,0.0058,0.5857083797,809627260,140758332000,1,87.141
64,600519.XSHG,600519,贵州茅台,XSHG,2010-04-12,87.353,149.14,87.388,87.727,85.97,86.269,5126244,139012302000,13225.0,0.0041,0.5857083797,568871620,139012302000,1,86.512
65,600519.XSHG,600519,贵州茅台,XSHG,2010-04-13,86.269,147.29,86.333,88.436,86.041,87.786,7228031,141456744000,14942.0,0.0058,0.5857083797,807780220,141456744000,1,87.123
66,600519.XSHG,600519,贵州茅台,XSHG,2010-04-14,87.786,149.88,88.366,88.366,86.837,88.161,6171639,142060776000,10798.0,0.0049,0.5857083797,693802750,142060776000,1,87.639
67,600519.XSHG,600519,贵州茅台,XSHG,2010-04-15,88.161,150.52,88.237,88.237,86.099,86.38,5406163,139191624000,10576.0,0.0043,0.5857083797,602138300,139191624000,1,86.829
68,600519.XSHG,600519,贵州茅台,XSHG,2010-04-16,86.38,147.48,86.374,87.569,85.982,86.673,3912549,139663524000,7626.0,0.0031,0.5857083797,434500512,139663524000,1,86.574
69,600519.XSHG,600519,贵州茅台,XSHG,2010-04-19,86.673,147.98,86.691,87.593,85.426,85.607,5501314,137945808000,11047.0,0.0044,0.5857083797,609860420,137945808000,1,86.422
70,600519.XSHG,600519,贵州茅台,XSHG,2010-04-20,85.607,146.16,85.513,85.513,82.069,84.061,6573440,135454176000,8736.0,0.0052,0.5857083797,704502590,135454176000,1,83.551
